model,policy,category,field,snippet,found
google__gemini-3-1-pro-preview,tiktok,behavioral_data,shared.policy_snippet,"We share Information You Provide, Technical Information and Usage Information with third party measurement providers who create aggregate reports that help us measure advertising served on the Platform",true
google__gemini-3-1-pro-preview,tiktok,behavioral_data,retention_policy.policy_snippet_deletion,We retain information for as long as necessary to provide the Platform and for the other purposes set out in this Privacy Policy.,true
google__gemini-3-1-pro-preview,tiktok,behavioral_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4,amazon,biometric_data,collected.policy_snippet,"if you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",true
openai__gpt-5-4,amazon,biometric_data,stored.policy_snippet,"if you choose not to save any voice recordings, voice IDs associated with your account will be deleted and voice ID will not work.",true
openai__gpt-5-4,amazon,biometric_data,shared.policy_snippet,,empty
openai__gpt-5-4,amazon,biometric_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4,amazon,biometric_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4,amazon,health_data,collected.policy_snippet,,empty
openai__gpt-5-4,amazon,health_data,stored.policy_snippet,,empty
openai__gpt-5-4,amazon,health_data,shared.policy_snippet,,empty
openai__gpt-5-4,amazon,health_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4,amazon,health_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4,amazon,physiological_data,collected.policy_snippet,,empty
openai__gpt-5-4,amazon,physiological_data,stored.policy_snippet,,empty
openai__gpt-5-4,amazon,physiological_data,shared.policy_snippet,,empty
openai__gpt-5-4,amazon,physiological_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4,amazon,physiological_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4,amazon,physical_data,collected.policy_snippet,"When you use our voice, image and camera services, we use your voice input, images, videos, and other personal information to respond to your requests, provide the requested service to you, and improve our services.",true
openai__gpt-5-4,amazon,physical_data,stored.policy_snippet,We receive and store any information you provide in relation to Amazon Services.,true
openai__gpt-5-4,amazon,physical_data,shared.policy_snippet,"you can order products from third parties through our stores, download applications from third-party application providers from our App Store, and enable third-party skills through our Alexa services. We also offer services or sell product lines jointly with third-party businesses, such as co-branded credit cards. You can tell when a third party is involved in your transactions, and we share customers' personal information related to those transactions with that third party.",true
openai__gpt-5-4,amazon,physical_data,retention_policy.policy_snippet_deletion,"If you choose automatic deletion after 3 or 18 months, we will delete the voice recordings, text transcripts, and typed requests associated with a chat once the specified period of time has passed since your last request to Alexa within that chat.",true
openai__gpt-5-4,amazon,physical_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4,amazon,behavioral_data,collected.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
openai__gpt-5-4,amazon,behavioral_data,stored.policy_snippet,"We automatically collect and store certain types of information about your use of Amazon Services, including information about your interaction with products, content, and services available through Amazon Services.",true
openai__gpt-5-4,amazon,behavioral_data,shared.policy_snippet,We provide ad companies with information that allows them to serve you with more useful and relevant Amazon ads and to measure their effectiveness.,true
openai__gpt-5-4,amazon,behavioral_data,retention_policy.policy_snippet_deletion,"Yes, you can choose to automatically delete your voice recordings, text transcripts, and typed requests to Alexa after a specified period of time (3 or 18 months), or you can choose to not save any voice recordings.",true
openai__gpt-5-4,amazon,behavioral_data,retention_policy.policy_snippet_inactivity,"If you choose automatic deletion after 3 or 18 months, we will delete the voice recordings, text transcripts, and typed requests associated with a chat once the specified period of time has passed since your last request to Alexa within that chat.",true
openai__gpt-5-4,apple_health_app,biometric_data,collected.policy_snippet,,empty
openai__gpt-5-4,apple_health_app,biometric_data,stored.policy_snippet,,empty
openai__gpt-5-4,apple_health_app,biometric_data,shared.policy_snippet,,empty
openai__gpt-5-4,apple_health_app,biometric_data,retention_policy.policy_snippet_deletion,,empty
openai__gpt-5-4,apple_health_app,biometric_data,retention_policy.policy_snippet_inactivity,,empty
openai__gpt-5-4,apple_health_app,health_data,collected.policy_snippet,"Physical or mental health or condition, including information about your health conditions, symptoms, status, diagnoses, testing, or treatments. For instance, if you contact AppleCare for support on one of our regulated health features, you may choose to provide health-related information.",true
openai__gpt-5-4,apple_health_app,health_data,stored.policy_snippet,"Other information that could be used to make inferences about or detect the health status of an individual. For instance, if you choose to sync your data across your devices or store data in iCloud, depending on how you use our features and the information saved to your account, this could include health-related information.",true
openai__gpt-5-4,apple_health_app,health_data,shared.policy_snippet,"Apple may disclose information, including each of the categories of consumer health personal data with Apple-affiliated companies, service providers who act on our behalf, and others as reasonably necessary in order to provide you with the products or features you have requested or others at your direction or when required by applicable law.",true
openai__gpt-5-4,apple_health_app,health_data,retention_policy.policy_snippet_deletion,"At Apple, we respect your ability to know, access, correct, transfer, restrict the processing of, and delete your personal data. This includes the limited instances where we process or collect consumer health personal data under applicable privacy law.",true
